qdrant.46.4.123.8.nip.io    /collections    JSON_OK
qdrant.46.4.123.8.nip.io    /dashboard    HTTP_200
grafana.46.4.123.8.nip.io    /    REDIRECT_OK
headlamp.46.4.123.8.nip.io    /    HTTP_200
litmus.46.4.123.8.nip.io    /    HTTP_200
gitea.46.4.123.8.nip.io    /    HTTP_200
mlflow.46.4.123.8.nip.io    /    HTTP_200
jenkins.46.4.123.8.nip.io    /    HTTP_200_OR_403
awx.46.4.123.8.nip.io    /    HTTP_200_OR_REDIRECT
victoriametrics.46.4.123.8.nip.io    /    HTTP_200_OR_404
